Ancistrus dolichopterus var. Gold|Ancistrus albinos|débutant|10,0|12,0|200|6,0|7,5|3|15|24|27
Ancistrus hoplogenys|L059|débutant|13,0|16,0|120|5,5|7,0|3|8|24|28
Ancistrus ranunculus|L034, pléco méduse||12,0|20,0|300|5,5|7,0|3|12|25|30
Ancistrus sp|Ancistrus commun|débutant|10,0|12,0|120|5,5|7,5|3|15|23|27
Ancistrus sp l289||débutant|10,0|12,0|120|6,0|7,0|1|12|25|29
Ancistrus temminckii|Ancistrus de Temminck|débutant|8,0|10,0|200|5,5|7,5|1|10|22|28
Andinoacara biseriatus|||8,0|12,0|200|5,0|6,5|1|5|24|29
Andinoacara blombergi|||8,0|10,2|200|5,5|7,0|1|8|23|28
Andinoacara coeruleopunctatus|||13,0|15,0|300|5,0|7,5|1|8|22|29
Andinoacara latifrons|Acara platine||12,0|17,0|300|6,0|7,0|1|8|23|34
Andinoacara pulcher|Acara bleu, Aequidens pulcher|débutant|12,0|20,0|200|5,5|7,5|1|20|18|23
Andinoacara rivulatus|||20,0|30,0|800|6,0|8,0|8|25|19|25
Andinoacara sapayensis|||8,0|10,0|120|5,5|7,0|3|8|23|27
Andinoacara stalsbergi|||18,0|22,0|800|7,0|8,0|8|30|24|28
Anguilla reinhardtii|Anguille mouchetée, anguille tachetée||100,0|165,0|||||||
Anomalochromis thomasi|Cichlidé africain de Thomas|débutant|6,0|7,5|200|5,5|7,5|3|15|22|28
Anostomus anostomus|Anostome rayé||12,0|16,0|450|6,0|8,0|5|15|22|28
Anostomus brevior|Petit anostome||10,0|12,0|300|6,0|7,5|3|12|23|26
Anostomus ternetzi|Anostome de Ternetz||10,0|12,0|||||||
Apareiodon affinis|Characin à dard||13,0|15,0|200|6,0|7,5|1|15|20|29
Aphyocharax anisitsi|Nageoires sanglantes|débutant|4,8|5,5|120|6,0|8,0|5|30|18|28
Aphyocharax nattereri|Aphyocharax paraguayensis||2,7|3,4|50|5,5|7,5|1|12|22|28
Aphyocharax rathbuni|Tétra vert feu||2,5|3,2|50|5,0|7,0|3|15|20|27
Aphyolebias peruensis|||8,0|10,0|50|6,0|7,0|3|8|27|30
Aphyosemion alpha|||3,8|4,3|20|5,5|7,0|3|10|23|26
Aphyosemion australe|Cap Lopez|débutant|4,5|6,0|20|5,5|7,0|1|10|21|29
Aphyosemion bivittatum|Killi à deux bandes||4,0|5,0|20|6,0|7,0|1|10|22|26
Aphyosemion bualanum|||4,0|5,0|20|5,5|6,5|3|8|21|25
Aphyosemion cameronense|Killi du Cameroun||4,0|5,0|20|6,5|7,5|5|12|18|22
Aphyosemion celiae|Aphyo de Celia||5,0|7,0|20|6,0|7,5|3|10|22|26
Aphyosemion cyanostictum|Killi à points bleus, Joyau du Gabon|expert|5,0|6,5|50|5,0|6,5|1|5|18|20
Aphyosemion decorsei|||4,0|5,0|20|5,5|7,0|3|8|23|27
Aphyosemion escherichi|Killi de Escherich|expert|4,0|5,0|20|6,0|6,5|5|12|22|24
Aphyosemion exiguum|Killi joyau|débutant|3,5|4,2|20|6,0|7,0|5|12|21|24
Aphyosemion grelli|||2,6|3,0|20|5,5|7,0|3|8|22|26
Aphyosemion hanneloreae hanneloreae|||3,0|4,0|20|5,5|7,5|1|10|19|21
Aphyosemion jeanhuberi|Killi de Jean Huber||3,5|4,0|20|5,5|7,0|1|3|22|25
Aphyosemion lamberti|Killi de Lambert|expert|4,5|5,0|20|5,0|5,5|1|3|18|24
Aphyosemion mengilai|||4,0|5,0|20|5,5|6,5|1|8|23|27
Aphyosemion ogoense var. pyrophore|Killi porte feu||5,0|6,0|50|5,5|7,0|1|8|18|22
Aphyosemion pamaense|Killi de Pama||2,5|3,0|20|6,0|7,0|3|10|22|26
Aphyosemion schioetzi||expert|4,0|5,0|20|6,0|6,5|5|12|22|26
Aphyosemion splendopleure|||5,0|6,0|50|5,0|7,0|1|8|22|26
Aphyosemion striatum|Aphyo striatum|débutant|5,0|6,0|20|6,0|7,0|5|12|21|25
Aphyosemion teugelsi||expert|2,0|3,0|20|6,0|7,0|3|8|22|26
Apistogramma acrensis|A063||4,0|5,0|50|5,0|6,5|1|5|23|28
Apistogramma agassizii|A234|débutant|5,0|7,5|80|5,0|7,0|1|8|22|30
Apistogramma aguarico|||3,5|5,0|50|5,0|6,5|1|8|22|28
Apistogramma alacrina|||5,0|6,0|80|5,5|7,5|1|10|23|27
Apistogramma allpahuayo|A198, A199||3,1|4,5|50|5,0|6,5|1|8|22|28
Apistogramma amoena|||5,8|6,5|120|5,0|6,5|1|5|22|28
Apistogramma angayuara|A145||1,9|2,6|50|5,0|7,5|1|10|21|30
Apistogramma arua||débutant|3,2|4,8|50|5,0|6,0|1|5|22|29
Apistogramma atahualpa|A175||3,8|4,5|50|5,0|6,5|1|5|26|32
Apistogramma baenschi|A188||4,0|5,5|80|5,0|6,5|1|5|20|26
Apistogramma barlowi|A174|débutant|5,0|6,5|50|5,0|6,5|1|8|22|32
Apistogramma bitaeniata|Apisto rubané|débutant|5,0|6,0|50|5,0|6,5|1|8|22|27
Apistogramma borellii|Apisto ombrelle|débutant|4,0|6,5|50|5,0|8,0|1|15|20|26
Apistogramma brevis|A168||3,5|4,0|50|5,0|6,0|1|5|23|29
Apistogramma cacatuoides|Cacatoès, Apisto perroquet, A200|débutant|4,0|8,0|80|5,0|7,0|1|8|24|30
Apistogramma caetei||débutant|3,3|3,8|50|5,5|7,0|1|8|23|30
Apistogramma cinilabra|Apisto red spot, Roterpunkt||5,0|6,0|50|5,0|6,0|1|8|25|30
Apistogramma commbrae|A093, A094|débutant|3,3|3,5|50|5,0|7,0|1|8|21|28
Apistogramma diplotaenia|A128, A129||3,0|5,0|50|5,0|6,5|1|5|24|29
Apistogramma elizabethae|A208||3,2|4,8|50|5,0|6,0|1|5|23|29
Apistogramma eremnopyge|A218|débutant|3,0|4,0|50|5,0|6,5|1|8|23|28
Apistogramma eunotus||débutant|4,8|5,5|50|5,5|7,5|3|15|23|30
Apistogramma geisleri|A058, A59, A60, A61||2,5|3,0|50|5,0|7,0|1|8|21|29
Apistogramma gephyra|A231-A233||3,3|4,0|120|5,0|6,5|1|5|23|30
Apistogramma gibbiceps|A209, A210||4,5|6,0|50|5,0|6,5|1|8|25|30
Apistogramma guttata|A126||3,0|4,0|50|5,0|6,5|1|5|24|30
Apistogramma helkeri|||3,5|4,1|50|5,0|6,5|1|5|23|28
Apistogramma hippolytae||expert|3,4|5,0|300|5,0|6,5|1|5|23|30
Apistogramma hongsloi|Apisto rouge|débutant|3,5|5,5|80|5,0|6,5|1|10|23|30
Apistogramma iniridae|A159, A160||3,6|5,0|50|5,0|6,5|1|8|23|31
Apistogramma juruensis|||5,5|8,5|200|5,0|7,0|1|5|20|29
Apistogramma kullanderi|||6,5|8,0|80|5,0|6,5|1|5|23|28
Apistogramma luelingi|A195||2,5|3,5|50|5,0|6,5|1|5|22|26
Apistogramma macmasteri|Apisto de Macmaster||5,0|7,0|80|5,0|6,5|1|5|23|28
Apistogramma megaptera|Apisto à grandes nageoires, A165||5,2|8,0|200|5,0|6,0|1|8|23|29
Apistogramma mendezi|A220, A221, A222||3,2|4,8|50|5,0|6,0|1|3|23|29
Apistogramma nijsseni|A180, Cichlidé Panda||3,9|6,0|50|5,0|6,5|1|3|24|28
Apistogramma norberti||expert|4,2|5,5|120|5,0|7,0|1|5|22|29
Apistogramma ortegai|A087 à A092||3,0|5,0|50|5,5|6,5|1|8|22|28
Apistogramma panduro|A183|débutant|5,0|7,0|80|5,0|6,5|1|10|24|28
Apistogramma paucisquamis||expert|3,4|4,0|80|5,0|6,5|1|5|23|25
Apistogramma paulmuelleri|A052|débutant|3,3|4,2|50|5,0|6,5|1|5|22|31
Apistogramma payaminonis|A178, A179||3,6|4,2|50|5,0|7,0|1|10|24|28
Apistogramma pertensis|A146, A152|débutant|3,5|4,5|50|5,0|7,0|1|5|23|30
Apistogramma piaroa|||5,0|8,0|120|5,5|7,0|1|8|22|29
Apistogramma playayacu|||3,8|5,0|50|5,0|6,5|1|10|23|28
Apistogramma regani|||4,5|5,5|50|5,0|6,5|1|5|23|30
Apistogramma rositae|||3,0|4,0|||||||
Apistogramma rupununi|||3,8|5,0|50|5,0|6,5|1|8|22|30
Apistogramma salpinction|A173||2,3|3,4|50|5,0|7,0|1|8|23|29
Apistogramma similis|A095||4,0|6,0|50|5,0|6,5|1|5|24|28
Apistogramma sororcula|Apisto sp. Guaporé|débutant|3,5|4,2|50|5,0|6,5|1|8|24|28
Apistogramma sp. D12 Pacman|Apisto Pacman||4,0|6,0|80|5,0|6,5|1|5|23|28
Apistogramma staecki|A193, A194||2,1|4,0|50|5,0|6,5|1|5|23|29
Apistogramma steindachneri|A138, A139|débutant|6,5|7,0|80|5,0|7,5|1|8|20|26
Apistogramma taeniata|A01 à A10|débutant|4,0|4,5|50|5,0|6,5|1|8|23|26
Apistogramma trifasciata|Apisto à trois bandes, A204, A205 et A206|débutant|4,0|5,5|80|5,0|7,0|1|8|23|30
Apistogramma tucurui|A020||4,0|6,0|120|5,0|6,5|1|5|24|28
Apistogramma uaupesi|A156|expert|2,8|3,5|50|5,0|5,5|1|3|23|29
Apistogramma urteagai|A035||3,5|4,5|50|5,0|6,0|1|5|22|29
Apistogramma velifera|A163||5,0|6,0|50|5,0|6,0|1|5|23|27
Apistogramma viejita|A122, Apisto à gorge noire||4,0|7,0|80|5,0|6,5|1|5|23|30
Apistogramma wapisana|||3,5|4,5|50|5,0|6,5|1|10|24|30
Apistoloricaria condei|||12,0|15,0|200|5,5|6,5|1|5|22|27
Aplocheilichthys spilauchen|||5,0|7,0|120|7,5|8,5|15|30|23|32
Aplocheilus dayi|||7,0|9,0|120|7,0|8,5|10|20|20|25
Aplocheilus lineatus|Panchax rayé|débutant|7,0|10,0|120|6,5|7,5|5|20|22|26
Apteronotus albifrons|Poisson-couteau|expert|40,0|55,0|200|6,0|7,5|2|15|23|28
Arapaima gigas|Arapaima, Pirarucu|expert|150,0|450,0|6000|5,5|7,0|5|15|25|29
Ariopsis seemanni|Poisson-chat de mer, Mâchoiron Tété|expert|30,0|40,0|1500|6,5|8,5|10|30|22|27
Arnoldichthys spilopterus|Tétra du Niger||8,0|10,0|200|6,0|7,5|3|15|23|28
Aspidoras albater||débutant|3,2|3,8|50|6,0|7,5|1|8|22|24
Aspidoras azaghal|CW052||2,5|3,5|50|6,5|7,5|1|5|22|26
Aspidoras belenos|||2,5|3,0|50|6,0|7,0|1|8|21|25
Aspidoras depinnai||débutant|3,0|4,0|50|6,5|7,5|3|12|22|24
Aspidoras fuscoguttatus||débutant|2,0|5,0|80|5,5|7,0|1|12|18|25
Aspidoras gabrieli||débutant|3,0|4,0|50|6,0|7,0|1|8|23|25
Aspidoras maculosus|||3,0|4,0|50|5,0|6,5|1|8|23|27
Aspidoras marianae|||2,0|3,0|50|5,0|6,5|1|5|23|27
Aspidoras pauciradiatus|Corydoras à six rayons|débutant|2,6|3,0|50|6,0|7,5|1|10|20|26
Aspidoras rochai||débutant|3,0|4,0|50|5,5|7,5|1|15|21|28
Aspidoras spilotus||débutant|3,0|3,8|50|6,0|7,5|5|15|22|25
Astatotilapia burtoni|Haplochromis burtoni||7,0|15,0|300|7,5|9,0|10|30|20|25
Astatotilapia calliptera||débutant|13,0|16,0|450|6,5|8,5|10|30|24|28
Astatotilapia desfontainii||expert|10,0|18,0|300|6,0|7,5|5|15|22|28
Asterophysus batrachus|Poisson-chat ogre|expert|20,0|25,0|450|5,5|7,0|1|8|22|26
Astronotus crassipinnis||débutant|20,0|25,0|450|5,0|7,5|1|12|20|28
Astronotus mikoljii|||14,0|20,0|800|5,0|7,0|3|8|23|28
Astronotus ocellatus|Poisson Oscar||30,0|45,0|800|5,0|7,5|1|15|18|28
Astyanax bimaculatus|||15,0|18,0|450|5,5|7,5|1|15|20|28
Astyanax hamatilis|||4,4|5,0|80|5,5|7,0|1|10|23|26
Astyanax jordani|Characin aveugle||8,0|10,0|120|6,0|7,5|5|20|18|25
Astyanax leopoldi|Tétra du Roi Léopold||5,0|6,0|120|6,0|7,0|1|8|23|27
Astyanax mexicanus|Tétra aveugle, Tétra cavernicole||8,0|10,0|200|6,5|8,0|5|30|20|25
Astyanax pirabitira|||6,0|9,0|200|5,5|7,0|1|8|18|23
Atlantirivulus maricensis|||2,5|3,4|20|6,0|6,5|3|8|22|28
Auchenipterichthys coracoideus|||8,0|12,0|120|6,0|7,5|1|12|22|25
Auchenipterichthys thoracatus|||10,0|13,5|200|6,5|7,5|5|15|20|24
Aulonocara aquilonium||expert|8,0|10,0|450|7,5|8,5|10|20|23|26
Aulonocara baenschi|Cichlidé paon jaune|débutant|10,0|15,0|300|7,5|8,0|8|15|22|26
Aulonocara ethelwynnae|Cichlidé paon de Chitande||6,0|7,1|200|7,5|8,5|10|20|22|26
Aulonocara gertrudae|||10,0|13,0|450|7,5|8,5|10|20|23|26
Aulonocara hansbaenschi|Cichlidé paon empereur||7,0|8,5|300|7,5|8,5|10|20|23|27
Aulonocara hueseri|Cihlidé paon de minuit||7,0|9,0|300|7,5|8,5|10|20|24|26
Aulonocara jacobfreibergi|Cichlidé paon de Freiberg|débutant|14,0|16,0|300|7,5|8,5|10|30|24|26
Aulonocara kandeense|Cichlidé paon orchidée bleu||6,5|7,8|200|7,5|8,5|10|20|23|27
Aulonocara maylandi|Cichlidé paon à tête soufrée||9,0|12,0|450|7,5|8,5|10|20|22|26
Australoheros acaroides|||10,0|13,0|200|6,5|7,5|8|20|23|27
Australoheros montanus|||5,0|8,0|80|6,0|7,0|3|10|22|26
Australoheros sanguineus|||7,0|11,0|120|6,0|7,5|8|15|23|27
Austrolebias adloffi|Killi perle rayé|expert|4,0|5,0|50|5,5|7,0|1|8|10|30
Austrolebias nigripinnis|Killi perle étoilé||4,5|7,0|20|6,0|7,5|5|15|15|30
Axelrodia riesei|Tétra semoule rubis||2,0|3,5|50|5,0|6,5|1|8|20|28
Axelrodia stigmatias|Tétra poivre||1,8|2,1|50|5,5|6,5|1|8|22|26
Badis assamensis|||6,0|7,0|50|6,5|7,5|5|15|24|29
Badis badis|Badis caméléon||4,0|6,0|50|6,0|8,0|1|20|23|27
Badis blosyrus|||3,0|3,5|50|6,0|7,0|3|10|23|27
Badis britzi||expert|2,5|3,5|80|6,0|7,5|1|12|23|27
Badis ferrarisi||expert|3,2|3,8|80|6,5|7,5|5|15|23|27
Badis juergenschmidti|||3,0|4,0|20|6,0|7,0|3|10|25|29
Badis khwae||expert|4,5|6,0|120|6,5|7,5|3|10|22|26
Badis pyema|||3,5|4,5|50|6,0|7,5|1|5|15|25
Bagarius yarrelli|Goonch|expert|150,0|200,0|6000|6,0|7,5|3|15|18|25
Balantiocheilos ambusticauda|||18,0|24,0|450|6,5|7,5|5|20|22|28
Balantiocheilos melanopterus|Requin argenté||30,0|35,0|800|6,0|7,5|1|10|22|28
Barbodes everetti|Barbus clown|débutant|10,0|13,0|200|6,0|7,0|1|10|24|30
Barbodes kuchingensis||débutant|6,0|15,0|200|6,0|7,5|3|15|22|27
Barbodes lateristriga|Barbus à clé||15,0|18,0|450|6,0|7,5|3|15|20|27
Barbodes semifasciolatus|Barbus doré|débutant|8,0|10,0|200|6,0|7,5|3|15|20|27
Barboides britzi||expert|1,0|1,5|20|6,0|7,0|1|8|22|25
Barboides gracilis||expert|1,4|1,8|20|6,5|7,0|1|5|24|26
Barbonymus altus|||15,0|20,0|800|6,0|8,0|3|20|22|27
Barbonymus balleroides|||20,0|30,0|1500|6,0|7,0|3|10|22|26
Barbonymus schwanenfeldii|Barbus aluminium||20,0|35,0|1500|6,5|7,0|3|10|20|33
Barbus barbus|Barbeau|expert|25,0|50,0|6000|6,0|7,5|5|12|8|25
Barbus candens|||2,4|2,8|50|5,0|7,0|1|5|17|24
Barbus fasciolatus|Barbus feu||5,5|6,2|80|5,5|7,0|1|8|20|26
Barbus hulstaerti|Barbus papillon||3,2|3,8|50|5,0|6,5|1|5|17|24
Barbus schuberti|Barbus de Schubert|débutant|7,0|8,0|80|5,5|7,5|2|15|18|25
Barbus trispilos|||9,0|11,0|200|6,0|7,5|3|15|23|27
Barbus viviparus|||6,0|8,0|200|6,5|7,0|3|15|22|24
Barilius profundus|||6,5|7,5|120|6,0|7,0|3|8|23|27
Baryancistrus beggini|L239, Panaque bleu||7,0|9,0|120|5,5|7,0|1|8|23|29
Baryancistrus chrysolomus|L047, pléco mangue||20,0|30,0|800|5,5|7,5|1|10|23|27
Baryancistrus demantoides|L200, L200a||14,0|16,0|300|5,5|7,0|1|8|23|27
Baryancistrus longipinnis|||17,0|20,0|800|5,0|6,5|1|5|23|27
Baryancistrus niveatus|L026||25,0|34,0|800|6,5|7,0|5|10|20|24
Baryancistrus sp l018|Pléco Golden Nugget||30,0|35,0|800|6,0|7,5|1|15|25|30
Baryancistrus xanthellus|L018, L085, L177, Pléco pépite d'or||21,0|29,0|800|5,0|6,5|1|5|23|27
Batasio batasio|||8,0|10,0|120|6,0|7,0|3|8|20|25
Bathyaethiops breuseghemi|||6,0|7,0|120|6,0|7,0|3|10|20|25
Beaufortia kweichowensis|Suceur de Bornéo, Loche de Chine|débutant|3,5|5,0|80|6,5|7,5|1|15|18|24
Beaufortia leveretti|||8,0|12,0|120|6,5|7,5|2|10|18|24
Bedotia geayi|||9,0|12,0|450|7,0|8,0|8|20|20|24
Bedotia madagascariensis|||7,5|8,6|300|7,0|8,0|8|15|20|24
Bedotia marojejy|||4,5|4,8|||||||
Belonesox belizanus|Vairon-brochet|expert|9,7|20,0|450|6,0|8,0|5|20|25|37
Belontia hasselti|Poisson malais||15,0|20,0|200|5,5|7,5|3|15|24|30
Belontia signata|Poisson aux nageoires exquises||10,0|18,0|300|6,0|7,5|5|12|22|27
Benitochromis batesii|||8,0|11,0|120|6,5|7,5|1|8|23|27
Benitochromis conjunctus|||7,0|9,0|120|6,0|7,5|1|15|23|27
Benitochromis finleyi|||8,0|11,0|200|5,0|7,0|1|8|22|26
Benitochromis nigrodorsalis|Cichlidé à dos noir||11,0|15,0|200|6,0|7,0|3|10|21|26
Benthochromis horii||expert|14,0|15,5|450|7,5|8,5|10|30|22|23
Benthochromis melanoides||expert|16,0|19,0|800|7,5|8,5|10|30|22|24
Benthochromis tricoti|||13,0|17,0|450|7,5|8,5|10|30|19|25
Betta akarensis|||7,0|8,0|50|5,0|6,0|1|5|21|27
Betta albimarginata|||3,0|5,0|20|5,0|6,5|1|5|21|27
Betta anabatoides|||8,5|12,0|120|5,0|7,5|1|5|27|30
Betta antoni|||4,5|5,0|50|5,5|6,5|1|5|22|27
Betta apollon||expert|4,5|5,5|50|5,0|7,0|1|8|23|27
Betta aurigans|||4,0|5,0|50|5,0|6,5|1|5|23|28
Betta balunga|||4,5|5,0|50|5,0|7,0|1|5|22|27
Betta bellica|Combattant belliqueux||8,0|10,0|50|5,0|6,0|1|5|24|30
Betta brownorum|||2,5|3,0|50|5,0|5,5|1|4|24|30
Betta burdigala|||2,5|3,5|20|5,0|6,5|1|5|24|29
Betta channoides|Combattant à tête de serpent||3,5|5,0|50|5,0|6,5|1|5|21|28
Betta chini|||5,0|5,6|20|5,0|6,0|1|5|20|29
Betta chloropharynx|Combattant à gorge verte|expert|6,0|8,5|80|5,0|6,0|1|5|24|28
Betta coccina|Combattant écarlate||3,0|4,5|20|5,0|6,0|1|5|22|30
Betta compuncta||expert|5,5|6,2|50|5,0|6,0|1|5|23|28
Betta cracens|||4,8|5,7|||||||
Betta dennisyongi|||2,8|3,5|50|5,0|7,0|1|5|22|27
Betta dimidiata|||3,5|4,6|20|5,0|6,5|1|5|22|27
Betta edithae|||5,5|7,0|20|5,0|7,0|1|5|20|27
Betta enisae|||5,0|6,0|50|5,5|6,5|1|5|21|25
Betta falx|||3,5|4,5|20|5,0|6,5|1|3|22|27
Betta ferox|Combattant féroce||6,0|7,0|80|5,5|6,5|1|8|22|26
